sensor_id,timestamp,latitude,longitude,temperature,humidity,pressure,air_quality,noise_level,original_temperature,original_humidity,original_pressure,original_air_quality,original_noise_level,was_missing_originally_temperature,imputation_method_temperature,imputed_value_temperature,confidence_temperature,was_missing_originally_humidity,imputation_method_humidity,imputed_value_humidity,confidence_humidity,was_missing_originally_pressure,imputation_method_pressure,imputed_value_pressure,confidence_pressure,was_missing_originally_air_quality,imputation_method_air_quality,imputed_value_air_quality,confidence_air_quality,was_missing_originally_noise_level,imputation_method_noise_level,imputed_value_noise_level,confidence_noise_level,normalized_temperature,normalized_humidity,normalized_pressure,normalized_air_quality,normalized_noise_level,temperature_previous_value,temperature_temporal_difference,temperature_rolling_mean,temperature_rolling_std,temperature_rolling_median,temperature_rolling_min,temperature_rolling_max,temperature_local_variance,temperature_local_gradient,humidity_previous_value,humidity_temporal_difference,humidity_rolling_mean,humidity_rolling_std,humidity_rolling_median,humidity_rolling_min,humidity_rolling_max,humidity_local_variance,humidity_local_gradient,pressure_previous_value,pressure_temporal_difference,pressure_rolling_mean,pressure_rolling_std,pressure_rolling_median,pressure_rolling_min,pressure_rolling_max,pressure_local_variance,pressure_local_gradient,air_quality_previous_value,air_quality_temporal_difference,air_quality_rolling_mean,air_quality_rolling_std,air_quality_rolling_median,air_quality_rolling_min,air_quality_rolling_max,air_quality_local_variance,air_quality_local_gradient,noise_level_previous_value,noise_level_temporal_difference,noise_level_rolling_mean,noise_level_rolling_std,noise_level_rolling_median,noise_level_rolling_min,noise_level_rolling_max,noise_level_local_variance,noise_level_local_gradient,time_since_previous_observation,temperature_rate_of_change,humidity_rate_of_change,pressure_rate_of_change,air_quality_rate_of_change,noise_level_rate_of_change,neighbor_count,nearest_neighbor_distance,temperature_neighbor_mean,temperature_neighbor_median,temperature_neighbor_std,temperature_difference_from_neighbor_mean,temperature_difference_from_neighbor_median,temperature_spatial_variance,temperature_spatial_deviation,temperature_spatial_anomaly_score,humidity_neighbor_mean,humidity_neighbor_median,humidity_neighbor_std,humidity_difference_from_neighbor_mean,humidity_difference_from_neighbor_median,humidity_spatial_variance,humidity_spatial_deviation,humidity_spatial_anomaly_score,pressure_neighbor_mean,pressure_neighbor_median,pressure_neighbor_std,pressure_difference_from_neighbor_mean,pressure_difference_from_neighbor_median,pressure_spatial_variance,pressure_spatial_deviation,pressure_spatial_anomaly_score,air_quality_neighbor_mean,air_quality_neighbor_median,air_quality_neighbor_std,air_quality_difference_from_neighbor_mean,air_quality_difference_from_neighbor_median,air_quality_spatial_variance,air_quality_spatial_deviation,air_quality_spatial_anomaly_score,noise_level_neighbor_mean,noise_level_neighbor_median,noise_level_neighbor_std,noise_level_difference_from_neighbor_mean,noise_level_difference_from_neighbor_median,noise_level_spatial_variance,noise_level_spatial_deviation,noise_level_spatial_anomaly_score,temperature_statistical_anomaly_score,temperature_temporal_anomaly_score,temperature_final_anomaly_score,temperature_anomaly_type,humidity_statistical_anomaly_score,humidity_temporal_anomaly_score,humidity_final_anomaly_score,humidity_anomaly_type,pressure_statistical_anomaly_score,pressure_temporal_anomaly_score,pressure_final_anomaly_score,pressure_anomaly_type,air_quality_statistical_anomaly_score,air_quality_temporal_anomaly_score,air_quality_final_anomaly_score,air_quality_anomaly_type,noise_level_statistical_anomaly_score,noise_level_temporal_anomaly_score,noise_level_final_anomaly_score,noise_level_anomaly_type,temporal_anomaly_score,spatial_anomaly_score,statistical_anomaly_score,final_anomaly_score,anomaly_type,ma_temperature,ma_humidity,ma_pressure,ma_air_quality,ma_noise_level,gaussian_temperature,gaussian_humidity,gaussian_pressure,gaussian_air_quality,gaussian_noise_level,kalman_temperature,classical_temperature,kalman_humidity,classical_humidity,kalman_pressure,classical_pressure,kalman_air_quality,classical_air_quality,kalman_noise_level,classical_noise_level,quantum_output_temperature,quantum_correction_temperature,quantum_corrected_temperature,quantum_output,quantum_correction,quantum_corrected_value,fusion_weight_temperature,fused_temperature,fusion_weight,classical_value,fused_value,denoised_temperature,final_denoised_value,consistency_status,fallback_used,fallback_reason,processing_status
S001,2026-06-01 00:00:00,37.79815,-122.425679,16.4,80.617,1010.415,31.854,37.676,16.4,80.617,,31.854,37.676,False,NONE,,1.0,False,NONE,,1.0,True,SHORT_TIME_INTERPOLATION,1010.415,0.95,False,NONE,,1.0,False,NONE,,1.0,1.1551153846153808,-1.4170497797722894,-1.3530018364176084,-2.2529617313275243,-0.40344304177938284,16.4,0.0,16.4,0.0,16.4,16.4,16.4,0.0,0.0,80.617,0.0,80.617,0.0,80.617,80.617,80.617,0.0,0.0,1010.415,0.0,1010.415,0.0,1010.415,1010.415,1010.415,0.0,0.0,31.854,0.0,31.854,0.0,31.854,31.854,31.854,0.0,0.0,37.676,0.0,37.676,0.0,37.676,37.676,37.676,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0,9999.0,16.4,16.4,0.5,0.0,0.0,0.25,0.0,0.023,80.617,80.617,0.5,0.0,0.0,0.25,0.0,0.023,1010.415,1010.415,0.5,0.0,0.0,0.25,0.0,0.023,31.854,31.854,0.5,0.0,0.0,0.25,0.0,0.023,37.676,37.676,0.5,0.0,0.0,0.25,0.0,0.023,0.10526999582414963,0.022977369910025615,0.04355957842454637,NORMAL,0.1499325492727921,0.022977369910025615,0.054725216786706984,NORMAL,0.12041719813795912,0.022977369910025615,0.04734637900299875,MISSING,0.4875625877713532,0.022977369910025615,0.13913272641134727,NORMAL,0.07394305054553305,0.022977369910025615,0.03572784210489223,NORMAL,0.022977369910025615,0.023,0.10526999582414963,0.04355957842454637,NORMAL,16.4,80.617,1010.415,31.854,37.676,16.291,80.955,1009.592,31.323,37.676,16.4,16.4,80.617,80.617,1010.415,1010.415,31.854,31.854,37.676,37.676,-0.1142,-0.798,15.602,-0.1142,-0.798,15.602,0.1353,16.292,0.1353,16.4,16.292,16.292,16.292,VALID,False,NONE,SUCCESS
S001,2026-06-01 00:10:00,37.79815,-122.425679,16.206,81.219,1010.415,35.087,37.677,16.206,81.219,1010.415,35.087,37.677,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,0.8902307692307669,-1.1470928280561803,-1.3530018364176084,-0.7182324272015462,-0.4026321009918885,16.4,-0.19399999999999906,16.302999999999997,0.1371787155501883,16.302999999999997,16.206,16.4,0.01881799999999947,-0.09699999999999775,80.617,0.6019999999999897,80.918,0.4256782822742893,80.918,80.617,81.219,0.1812019999999895,0.3009999999999877,1010.415,0.0,1010.415,0.0,1010.415,1010.415,1010.415,0.0,0.0,31.854,3.233000000000004,33.4705,2.286076223576111,33.4705,31.854,35.087,5.226144500000013,1.616500000000002,37.676,0.0009999999999976694,37.676500000000004,0.0007071067811823874,37.676500000000004,37.676,37.677,4.999999999941167e-07,0.000499999999995282,600.0,-0.019399999999999907,0.06019999999999896,0.0,0.3233000000000004,9.999999999976694e-05,0,9999.0,16.206,16.206,0.5,0.0,0.0,0.25,0.0,0.023,81.219,81.219,0.5,0.0,0.0,0.25,0.0,0.023,1010.415,1010.415,0.5,0.0,0.0,0.25,0.0,0.023,35.087,35.087,0.5,0.0,0.0,0.25,0.0,0.023,37.677,37.677,0.5,0.0,0.0,0.25,0.0,0.023,0.0776442073985555,0.04641968669604122,0.0448579421932533,NORMAL,0.1100334289122976,0.06360532663501604,0.05897022155033002,NORMAL,0.12041719813795912,0.022977369910025615,0.04734637900299875,NORMAL,0.07811761951197942,0.06360532663501679,0.05099126920025074,NORMAL,0.07379558738349866,0.02306170596339866,0.0357204939330642,NORMAL,0.04641968669604122,0.023,0.0776442073985555,0.0448579421932533,NORMAL,16.303,80.918,1010.415,33.47,37.677,16.174,81.317,1008.824,30.645,37.677,16.241,16.241,81.111,81.111,1010.415,1010.415,34.509,34.509,37.677,37.677,-0.0798,-0.557,15.649,-0.0798,-0.557,15.649,0.1408,16.158,0.1408,16.241,16.158,16.158,16.158,VALID,False,NONE,SUCCESS
S001,2026-06-01 00:20:00,37.79815,-122.425679,16.022,81.788,1002.825,18.819,37.677,16.022,81.788,1002.825,18.819,37.677,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,0.6389999999999967,-0.8919341810022445,-7.138513914394515,-8.440773818949577,-0.4026321009918885,16.206,-0.18400000000000105,16.209333333333333,0.1890220445697609,16.206,16.022,16.4,0.035729333333332676,-0.1873333333333349,81.219,0.5690000000000026,81.208,0.5855774927368633,81.219,80.617,81.788,0.34290099999999124,0.5799999999999983,1010.415,-7.589999999999918,1007.8849999999999,4.382088543149212,1010.415,1002.825,1010.415,19.202699999999584,-5.059999999999832,35.087,-16.268000000000004,28.58666666666667,8.612116832308613,31.854,18.819,35.087,74.16855633333334,-9.76766666666667,37.677,0.0,37.67666666666667,0.0005773502691857163,37.677,37.676,37.677,3.3333333332881904e-07,0.000333333333330188,600.0,-0.018400000000000104,0.05690000000000026,-0.7589999999999918,-1.6268000000000005,0.0,0,9999.0,16.022,16.022,0.5,0.0,0.0,0.25,0.0,0.023,81.788,81.788,0.5,0.0,0.0,0.25,0.0,0.023,1002.825,1002.825,0.5,0.0,0.0,0.25,0.0,0.023,18.819,18.819,0.5,0.0,0.0,0.25,0.0,0.023,37.677,37.677,0.5,0.0,0.0,0.25,0.0,0.023,0.05773968478236999,0.08746402048037147,0.05424732836372251,NORMAL,0.08119693696521527,0.09412418842025301,0.06244270018839237,NORMAL,0.9926263547648971,0.11733121531996073,0.2984225140532105,GAUSSIAN_NOISE,0.9999387850265148,0.11418034779234502,0.29914781798394946,GAUSSIAN_NOISE,0.07379558738349866,0.02303356041707295,0.0357106429918502,NORMAL,0.08746402048037147,0.023,0.05773968478236999,0.05424732836372251,NORMAL,16.209,81.208,1007.885,28.587,37.677,16.022,81.786,1008.467,30.741,37.677,16.049,16.049,81.704,81.704,1004.759,1004.759,23.295,23.295,37.677,37.677,-0.0345,-0.241,15.781,-0.0345,-0.241,15.781,0.1546,16.008,0.1546,16.049,16.008,16.008,16.008,VALID,False,NONE,SUCCESS
S001,2026-06-01 00:30:00,37.79815,-122.425679,15.848,82.325,1010.543,36.443,37.678,15.848,82.325,1010.543,36.443,,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,True,SHORT_TIME_INTERPOLATION,37.678,0.95,0.40142307692307705,-0.6511254051358746,-1.2554332532843673,-0.07452907539368504,-0.4018211602043941,16.022,-0.1739999999999977,16.119,0.23761313095028785,16.113999999999997,15.848,16.4,0.05645999999999864,-0.270999999999999,81.788,0.5370000000000061,81.48725,0.7352026364660712,81.5035,80.617,82.325,0.5405229166666621,0.8377499999999998,1002.825,7.717999999999961,1008.5495,3.8168103175295163,1010.415,1002.825,1010.543,14.568040999999766,1.99350000000004,18.819,17.624,30.55075,8.054576188933428,33.4705,18.819,36.443,64.87619758333335,5.892249999999997,37.677,0.0009999999999976694,37.677,0.0008164965809241311,37.677,37.676,37.678,6.666666666607961e-07,0.0009999999999976694,600.0,-0.01739999999999977,0.053700000000000615,0.771799999999996,1.7624,9.999999999976694e-05,0,9999.0,15.848,15.848,0.5,0.0,0.0,0.25,0.0,0.023,82.325,82.325,0.5,0.0,0.0,0.25,0.0,0.023,1010.543,1010.543,0.5,0.0,0.0,0.25,0.0,0.023,36.443,36.443,0.5,0.0,0.0,0.25,0.0,0.023,37.678,37.678,0.5,0.0,0.0,0.25,0.0,0.023,0.043412623318150115,0.11514455441578952,0.06035374987506385,NORMAL,0.06047728705948963,0.11498760118737576,0.06456498218045392,NORMAL,0.10864123429997295,0.0489597491728151,0.05349622078547853,NORMAL,0.029812652158385196,0.06582346732369687,0.0396913766028902,NORMAL,0.07364839491620946,0.02314634423013363,0.03571331920959914,MISSING,0.11514455441578952,0.023,0.043412623318150115,0.06035374987506385,NORMAL,16.119,81.487,1008.55,30.551,37.677,15.857,82.293,1008.945,32.235,37.678,15.864,15.864,82.276,82.276,1007.546,1007.546,30.229,30.229,37.678,37.678,0.019,0.133,15.981,0.019,0.133,15.981,0.1638,15.883,0.1638,15.864,15.883,15.883,15.883,VALID,False,NONE,SUCCESS
S001,2026-06-01 00:40:00,37.79815,-122.425679,15.684,82.828,1010.606,36.678,37.679,15.684,82.828,1010.606,36.678,37.679,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,0.17749999999999838,-0.4255633674062979,-1.2074112162735002,0.03702718395354771,-0.401010219416894,15.848,-0.16400000000000148,16.032,0.2831783890059381,16.022,15.684,16.4,0.08018999999999842,-0.34800000000000075,82.325,0.5030000000000001,81.7554,0.8745937914254791,81.788,80.617,82.828,0.7649142999999945,1.0726000000000084,1010.543,0.06299999999998818,1008.9608000000001,3.4310157679614153,1010.415,1002.825,1010.606,11.77186919999986,1.6451999999999316,36.443,0.23499999999999943,31.7762,7.494383677127826,35.087,18.819,36.678,56.16578669999999,4.901799999999998,37.678,0.0010000000000047748,37.6774,0.0011401754250983762,37.677,37.676,37.679,1.2999999999982628e-06,0.0016000000000033765,600.0,-0.016400000000000147,0.05030000000000001,0.006299999999998818,0.023499999999999945,0.00010000000000047749,0,9999.0,15.684,15.684,0.5,0.0,0.0,0.25,0.0,0.023,82.828,82.828,0.5,0.0,0.0,0.25,0.0,0.023,1010.606,1010.606,0.5,0.0,0.0,0.25,0.0,0.023,36.678,36.678,0.5,0.0,0.0,0.25,0.0,0.023,37.679,37.679,0.5,0.0,0.0,0.25,0.0,0.023,0.03306521820192092,0.12935891473913297,0.06274192470917676,NORMAL,0.0456533969023708,0.12893556920611862,0.06574079844773421,NORMAL,0.10322504856417403,0.04605640142824681,0.05112600264092989,NORMAL,0.028150052835510257,0.059027786818042265,0.03689723859519236,NORMAL,0.07350147273998515,0.023248310520965123,0.03571227686733408,NORMAL,0.12935891473913297,0.023,0.03306521820192092,0.06274192470917676,NORMAL,16.032,81.755,1008.961,31.776,37.677,15.696,82.79,1009.811,34.137,37.679,15.689,15.689,82.813,82.813,1009.106,1009.106,34.002,34.002,37.679,37.679,0.0691,0.483,16.167,0.0691,0.483,16.167,0.1681,15.769,0.1681,15.689,15.769,15.769,15.769,VALID,False,NONE,SUCCESS
S001,2026-06-01 00:50:00,37.79815,-122.425679,15.531,83.296,1011.05,35.433,37.68,15.531,83.296,1011.05,35.433,37.68,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,-0.031403846153845685,-0.2156965012881216,-0.868970193530214,-0.5539836368434942,-0.4001992786293997,15.684,-0.1529999999999987,15.8582,0.2670696538358432,15.848,15.531,16.206,0.0713261999999971,-0.3271999999999995,82.828,0.4680000000000035,82.2912,0.8218489520587061,82.325,81.219,83.296,0.6754356999999934,1.004800000000003,1010.606,0.44399999999996,1009.0878,3.509162677904786,1010.543,1002.825,1011.05,12.314222699999888,1.9621999999999389,36.678,-1.2449999999999974,32.492000000000004,7.672474046876926,35.433,18.819,36.678,58.866857999999986,2.9409999999999954,37.679,0.0009999999999976694,37.678200000000004,0.0013038404810424525,37.678,37.677,37.68,1.700000000005014e-06,0.001799999999995805,600.0,-0.01529999999999987,0.046800000000000355,0.044399999999996,-0.12449999999999975,9.999999999976694e-05,0,9999.0,15.531,15.531,0.5,0.0,0.0,0.25,0.0,0.023,83.296,83.296,0.5,0.0,0.0,0.25,0.0,0.023,1011.05,1011.05,0.5,0.0,0.0,0.25,0.0,0.023,35.433,35.433,0.5,0.0,0.0,0.25,0.0,0.023,37.68,37.68,0.5,0.0,0.0,0.25,0.0,0.023,0.027644164846826316,0.12872524000399807,0.0611648752131059,NORMAL,0.035021674944652255,0.1282986235466834,0.06285993697750225,NORMAL,0.07142527646074301,0.05160008691985685,0.04511634953713565,NORMAL,0.061397270479165454,0.040116565806052766,0.03859011565190983,NORMAL,0.07335482045137624,0.02328239663035638,0.03568754393346879,NORMAL,0.12872524000399807,0.023,0.027644164846826316,0.0611648752131059,NORMAL,15.858,82.291,1009.088,32.492,37.678,15.543,83.254,1010.418,35.253,37.68,15.526,15.526,83.315,83.315,1010.241,1010.241,35.381,35.381,37.68,37.68,0.101,0.705,16.236,0.101,0.705,16.236,0.167,15.645,0.167,15.526,15.645,15.645,15.645,VALID,False,NONE,SUCCESS
S001,2026-06-01 01:00:00,37.79815,-122.425679,15.388,83.729,1010.377,35.518,37.681,15.388,83.729,1010.377,35.518,37.681,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,-0.22665384615384634,-0.02152480678135207,-1.381967509535288,-0.5136335004838563,-0.3993883378419053,15.531,-0.14300000000000068,15.6946,0.25080031897905475,15.684,15.388,16.022,0.06290079999999561,-0.30659999999999954,83.296,0.4329999999999927,82.7932,0.7680134764442521,82.828,81.788,83.729,0.5898446999999858,0.9358000000000004,1011.05,-0.6730000000000018,1009.0802,3.505609034105185,1010.543,1002.825,1011.05,12.289294699999889,1.296799999999962,35.433,0.08500000000000085,32.578199999999995,7.711240671902284,35.518,18.819,36.678,59.46323269999999,2.9398000000000053,37.68,0.0009999999999976694,37.678999999999995,0.0015811388300848207,37.679,37.677,37.681,2.5000000000019954e-06,0.0020000000000024443,600.0,-0.014300000000000068,0.04329999999999927,-0.06730000000000018,0.008500000000000086,9.999999999976694e-05,0,9999.0,15.388,15.388,0.5,0.0,0.0,0.25,0.0,0.023,83.729,83.729,0.5,0.0,0.0,0.25,0.0,0.023,1010.377,1010.377,0.5,0.0,0.0,0.25,0.0,0.023,35.518,35.518,0.5,0.0,0.0,0.25,0.0,0.023,37.681,37.681,0.5,0.0,0.0,0.25,0.0,0.023,0.0351102344138175,0.12827805670813056,0.06287487845130008,NORMAL,0.027340289636950458,0.1276055623303872,0.06069701922487313,NORMAL,0.12411945054585674,0.039349861973182104,0.05400231432707792,NORMAL,0.05783364871985009,0.03999644179853067,0.03765716680944826,NORMAL,0.07320843764715941,0.02331653152296977,0.03566289544482927,NORMAL,0.12827805670813056,0.023,0.0351102344138175,0.06287487845130008,NORMAL,15.695,82.793,1009.08,32.578,37.679,15.4,83.666,1010.656,35.58,37.682,15.373,15.373,83.779,83.779,1010.555,1010.555,36.104,36.104,37.681,37.681,0.1088,0.76,16.148,0.1088,0.76,16.148,0.168,15.503,0.168,15.373,15.503,15.503,15.503,VALID,False,NONE,SUCCESS
S001,2026-06-01 01:10:00,37.79815,-122.425679,15.256,84.125,1010.786,35.602,37.683,15.256,84.125,1010.786,35.602,37.683,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,-0.4068846153846149,0.15605484916479614,-1.070205396242464,-0.4737580716108046,-0.3977664562669109,15.388,-0.13199999999999967,15.541400000000001,0.23421742035978937,15.531,15.256,15.848,0.05485779999999428,-0.285400000000001,83.729,0.3960000000000008,83.2606,0.7124481033731408,83.296,82.325,84.125,0.5075822999999855,0.8644000000000034,1010.377,0.4089999999999918,1010.6724,0.256856574766242,1010.606,1010.377,1011.05,0.06597530000064608,0.11359999999990578,35.518,0.08399999999999608,35.9348,0.5802789846272461,35.602,35.433,36.678,0.33672370000002777,-0.332800000000006,37.681,0.0020000000000024443,37.6802,0.0019235384061643062,37.68,37.678,37.683,3.6999999999891196e-06,0.00280000000000058,600.0,-0.013199999999999967,0.03960000000000008,0.04089999999999918,0.008399999999999607,0.00020000000000024442,0,9999.0,15.256,15.256,0.5,0.0,0.0,0.25,0.0,0.023,84.125,84.125,0.5,0.0,0.0,0.25,0.0,0.023,1010.786,1010.786,0.5,0.0,0.0,0.25,0.0,0.023,35.602,35.602,0.5,0.0,0.0,0.25,0.0,0.023,37.683,37.683,0.5,0.0,0.0,0.25,0.0,0.023,0.0437002004485904,0.12761520223985043,0.06479037089609524,NORMAL,0.03246376725978827,0.12674195049756248,0.06167562448909394,NORMAL,0.08904800433873557,0.04366360752353478,0.046744263717921064,NORMAL,0.05450340055225371,0.05266387928312636,0.04125820788715765,NORMAL,0.07291647888016713,0.02345356025315005,0.035637865808644295,NORMAL,0.12761520223985043,0.023,0.0437002004485904,0.06479037089609524,NORMAL,15.541,83.261,1010.672,35.935,37.68,15.268,83.921,1010.744,35.641,37.683,15.233,15.233,84.202,84.202,1010.891,1010.891,36.428,36.428,37.682,37.682,0.0979,0.684,15.94,0.0979,0.684,15.94,0.169,15.352,0.169,15.233,15.352,15.352,15.352,VALID,False,NONE,SUCCESS
S001,2026-06-01 01:20:00,37.79815,-122.425679,15.134,84.484,1010.843,35.685,37.685,15.134,84.484,1010.843,35.685,37.685,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,-0.5734615384615376,0.31704246655031665,-1.0267568865659447,-0.4343573502243324,-0.3961445746919164,15.256,-0.12199999999999989,15.398599999999998,0.2176253661685437,15.388,15.134,15.684,0.04736079999999272,-0.26459999999999795,84.125,0.35899999999999466,83.69239999999999,0.6556357982904782,83.729,82.828,84.484,0.4298582999999927,0.7916000000000025,1010.786,0.05700000000001637,1010.7324000000001,0.2540970287128017,1010.786,1010.377,1011.05,0.06456530000067437,0.11059999999986303,35.602,0.08300000000000551,35.7832,0.5089486221614393,35.602,35.433,36.678,0.25902870000002753,-0.09819999999999851,37.683,0.0020000000000024443,37.6816,0.0024083189157502218,37.681,37.679,37.685,5.799999999960324e-06,0.0033999999999991815,600.0,-0.012199999999999989,0.03589999999999947,0.005700000000001637,0.008300000000000552,0.00020000000000024442,0,9999.0,15.134,15.134,0.5,0.0,0.0,0.25,0.0,0.023,84.484,84.484,0.5,0.0,0.0,0.25,0.0,0.023,1010.843,1010.843,0.5,0.0,0.0,0.25,0.0,0.023,35.685,35.685,0.5,0.0,0.0,0.25,0.0,0.023,37.685,37.685,0.5,0.0,0.0,0.25,0.0,0.023,0.05339452901691648,0.12716915647591445,0.06705783702079918,NORMAL,0.03981948702548585,0.12576506438303048,0.06317264429043212,NORMAL,0.0849384347048623,0.04322704385264282,0.04556407402464056,NORMAL,0.051390921319576385,0.030454907915294316,0.0327069481002471,NORMAL,0.0726255932178737,0.02355684728209033,0.03560129485320004,NORMAL,0.12716915647591445,0.023,0.05339452901691648,0.06705783702079918,NORMAL,15.399,83.692,1010.732,35.783,37.682,15.147,83.673,1010.816,35.693,37.686,15.105,15.105,84.583,84.583,1011.075,1011.075,36.511,36.511,37.684,37.684,0.0779,0.544,15.678,0.0779,0.544,15.678,0.1703,15.203,0.1703,15.105,15.203,15.203,15.203,VALID,False,NONE,SUCCESS
S001,2026-06-01 01:30:00,37.79815,-122.425679,15.024,84.806,1010.899,35.767,37.688,15.024,84.806,1010.899,35.767,37.688,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,-0.7236538461538466,0.4614380453752159,-0.9840706314451354,-0.3954313363244465,-0.39371175232942757,15.134,-0.11000000000000121,15.2666,0.20074561016368914,15.256,15.024,15.531,0.04029879999999185,-0.24260000000000126,84.484,0.32200000000000273,84.088,0.5978825135425861,84.125,83.296,84.806,0.3574635000000007,0.7180000000000035,1010.843,0.05600000000004002,1010.7909999999999,0.2514309050230555,1010.843,1010.377,1011.05,0.06321750000071275,0.10800000000006094,35.685,0.08200000000000074,35.601,0.13202840603457044,35.602,35.433,35.767,0.017431500000029396,0.16600000000000392,37.685,0.0030000000000001137,37.6834,0.0032093613071659216,37.683,37.68,37.688,1.0299999999933753e-05,0.00460000000000349,600.0,-0.01100000000000012,0.03220000000000027,0.005600000000004002,0.008200000000000074,0.00030000000000001136,0,9999.0,15.024,15.024,0.5,0.0,0.0,0.25,0.0,0.023,84.806,84.806,0.5,0.0,0.0,0.25,0.0,0.023,1010.899,1010.899,0.5,0.0,0.0,0.25,0.0,0.023,35.767,35.767,0.5,0.0,0.0,0.25,0.0,0.023,37.688,37.688,0.5,0.0,0.0,0.25,0.0,0.023,0.06384404569647996,0.1259494038977677,0.06924330278833868,NORMAL,0.04775507141402018,0.12470142783551327,0.06478426759593468,NORMAL,0.0810692674746305,0.04287324758853812,0.04447295352464596,NORMAL,0.048481573005458224,0.07550840394053722,0.04774833463055258,NORMAL,0.07219126975878833,0.023764754683291298,0.035565481578849034,NORMAL,0.1259494038977677,0.023,0.06384404569647996,0.06924330278833868,NORMAL,15.267,84.088,1010.791,35.601,37.683,15.037,82.426,1010.888,35.764,37.689,14.991,14.991,84.919,84.919,1011.16,1011.16,36.464,36.464,37.687,37.687,0.0562,0.392,15.416,0.0562,0.392,15.416,0.1713,15.064,0.1713,14.991,15.064,15.064,15.064,VALID,False,NONE,SUCCESS
