sensor_id,timestamp,latitude,longitude,temperature,humidity,pressure,air_quality,noise_level,original_temperature,original_humidity,original_pressure,original_air_quality,original_noise_level,was_missing_originally_temperature,imputation_method_temperature,imputed_value_temperature,confidence_temperature,was_missing_originally_humidity,imputation_method_humidity,imputed_value_humidity,confidence_humidity,was_missing_originally_pressure,imputation_method_pressure,imputed_value_pressure,confidence_pressure,was_missing_originally_air_quality,imputation_method_air_quality,imputed_value_air_quality,confidence_air_quality,was_missing_originally_noise_level,imputation_method_noise_level,imputed_value_noise_level,confidence_noise_level,normalized_temperature,normalized_humidity,normalized_pressure,normalized_air_quality,normalized_noise_level,temperature_previous_value,temperature_temporal_difference,temperature_rolling_mean,temperature_rolling_std,temperature_rolling_median,temperature_rolling_min,temperature_rolling_max,temperature_local_variance,temperature_local_gradient,humidity_previous_value,humidity_temporal_difference,humidity_rolling_mean,humidity_rolling_std,humidity_rolling_median,humidity_rolling_min,humidity_rolling_max,humidity_local_variance,humidity_local_gradient,pressure_previous_value,pressure_temporal_difference,pressure_rolling_mean,pressure_rolling_std,pressure_rolling_median,pressure_rolling_min,pressure_rolling_max,pressure_local_variance,pressure_local_gradient,air_quality_previous_value,air_quality_temporal_difference,air_quality_rolling_mean,air_quality_rolling_std,air_quality_rolling_median,air_quality_rolling_min,air_quality_rolling_max,air_quality_local_variance,air_quality_local_gradient,noise_level_previous_value,noise_level_temporal_difference,noise_level_rolling_mean,noise_level_rolling_std,noise_level_rolling_median,noise_level_rolling_min,noise_level_rolling_max,noise_level_local_variance,noise_level_local_gradient,time_since_previous_observation,temperature_rate_of_change,humidity_rate_of_change,pressure_rate_of_change,air_quality_rate_of_change,noise_level_rate_of_change,neighbor_count,nearest_neighbor_distance,temperature_neighbor_mean,temperature_neighbor_median,temperature_neighbor_std,temperature_difference_from_neighbor_mean,temperature_difference_from_neighbor_median,temperature_spatial_variance,temperature_spatial_deviation,temperature_spatial_anomaly_score,humidity_neighbor_mean,humidity_neighbor_median,humidity_neighbor_std,humidity_difference_from_neighbor_mean,humidity_difference_from_neighbor_median,humidity_spatial_variance,humidity_spatial_deviation,humidity_spatial_anomaly_score,pressure_neighbor_mean,pressure_neighbor_median,pressure_neighbor_std,pressure_difference_from_neighbor_mean,pressure_difference_from_neighbor_median,pressure_spatial_variance,pressure_spatial_deviation,pressure_spatial_anomaly_score,air_quality_neighbor_mean,air_quality_neighbor_median,air_quality_neighbor_std,air_quality_difference_from_neighbor_mean,air_quality_difference_from_neighbor_median,air_quality_spatial_variance,air_quality_spatial_deviation,air_quality_spatial_anomaly_score,noise_level_neighbor_mean,noise_level_neighbor_median,noise_level_neighbor_std,noise_level_difference_from_neighbor_mean,noise_level_difference_from_neighbor_median,noise_level_spatial_variance,noise_level_spatial_deviation,noise_level_spatial_anomaly_score,temperature_statistical_anomaly_score,temperature_temporal_anomaly_score,temperature_final_anomaly_score,temperature_anomaly_type,humidity_statistical_anomaly_score,humidity_temporal_anomaly_score,humidity_final_anomaly_score,humidity_anomaly_type,pressure_statistical_anomaly_score,pressure_temporal_anomaly_score,pressure_final_anomaly_score,pressure_anomaly_type,air_quality_statistical_anomaly_score,air_quality_temporal_anomaly_score,air_quality_final_anomaly_score,air_quality_anomaly_type,noise_level_statistical_anomaly_score,noise_level_temporal_anomaly_score,noise_level_final_anomaly_score,noise_level_anomaly_type,temporal_anomaly_score,spatial_anomaly_score,statistical_anomaly_score,final_anomaly_score,anomaly_type,ma_temperature,ma_humidity,ma_pressure,ma_air_quality,ma_noise_level,gaussian_temperature,gaussian_humidity,gaussian_pressure,gaussian_air_quality,gaussian_noise_level,kalman_temperature,classical_temperature,kalman_humidity,classical_humidity,kalman_pressure,classical_pressure,kalman_air_quality,classical_air_quality,kalman_noise_level,classical_noise_level,quantum_output,quantum_correction,quantum_corrected_value,quantum_corrected_temperature,fusion_weight_temperature,fused_temperature,fusion_weight,classical_value,fused_value,denoised_temperature,final_denoised_value,consistency_status,fallback_used,fallback_reason,processing_status
S001,2026-06-01 00:00:00,37.79406,-122.390632,17.894,78.376,1010.073,36.688,38.423,17.894,78.376,1010.073,36.688,38.423,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,-0.6447192896389328,0.6436326586620926,-0.5256290322580911,-0.4411178707224334,-1.2379000732064418,17.894,0.0,17.894,0.0,17.894,17.894,17.894,0.0,0.0,78.376,0.0,78.376,0.0,78.376,78.376,78.376,0.0,0.0,1010.073,0.0,1010.073,0.0,1010.073,1010.073,1010.073,0.0,0.0,36.688,0.0,36.688,0.0,36.688,36.688,36.688,0.0,0.0,38.423,0.0,38.423,0.0,38.423,38.423,38.423,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,8,147.41164206338587,18.055500000000002,17.9765,0.3441245621656706,-0.162,-0.083,0.1184,-0.162,0.0291,94.304,78.4025,45.10499511774088,-15.928,-0.026,2034.4606,-15.928,0.023,1011.642,1011.597,0.6764470204151841,-1.569,-1.524,0.4576,-1.569,0.1868,36.7205,36.751000000000005,0.5791449362144654,-0.032,-0.063,0.3354,-0.032,0.0256,38.43125,38.439,0.2,-0.008,-0.016,0.04,-0.008,0.0249,0.055965066704537623,0.022977369910025615,0.033673346144643374,NORMAL,0.055887277986201585,0.022977369910025615,0.031213898965059363,NORMAL,0.05087534541287271,0.022977369910025615,0.09548091582172713,NORMAL,0.06076227680224043,0.022977369910025615,0.03347264866906907,NORMAL,0.21529686889811855,0.022977369910025615,0.07182629669303861,NORMAL,0.022977369910025615,0.0291,0.055965066704537623,0.033673346144643374,NORMAL,17.894,78.376,1010.073,36.688,38.423,17.838,78.549,1010.022,36.713,37.153,17.894,17.894,78.376,78.376,1010.073,1010.073,36.688,36.688,38.423,38.423,0.0,0.0,17.894,17.894,0.1306,17.894,0.1306,17.894,17.894,17.894,17.894,VALID,False,NONE,SUCCESS
S001,2026-06-01 00:05:00,37.79406,-122.390632,17.796,78.681,1009.781,36.732,32.458,17.796,78.681,1009.781,36.732,32.458,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,-0.6576904434850864,0.6577474099485418,-0.6370913978495006,-0.4387669518377694,-1.5651647958353667,17.894,-0.09799999999999898,17.845,0.06929646455628094,17.845,17.796,17.894,0.004801999999999901,-0.04899999999999949,78.376,0.3049999999999926,78.52850000000001,0.21566756826188674,78.52850000000001,78.376,78.681,0.04651249999999558,0.1524999999999892,1010.073,-0.29200000000003,1009.9269999999999,0.2064751801064529,1009.9269999999999,1009.781,1010.073,0.04263199999999217,-0.14599999999995816,36.688,0.04399999999999693,36.71,0.03111269837220592,36.71,36.688,36.732,0.0009679999999998649,0.021999999999998465,38.423,-5.965000000000003,35.4405,4.2178919497777585,35.4405,32.458,38.423,17.79061250000002,-2.9825000000000017,300.0,-0.019599999999999795,0.06099999999999852,-0.058400000000006,0.008799999999999386,-1.1930000000000007,8,147.41164206338587,17.7595,17.7785,0.34474296843549046,0.037,0.017,0.1188,0.037,0.0242,78.65606249999999,78.6335,0.4345682946080786,0.025,0.047,0.1888,0.025,0.0256,1011.675,1011.63,0.6764470204151791,-1.894,-1.849,0.4576,-1.894,0.272,36.7645,36.795,0.5791449362144636,-0.032,-0.063,0.3354,-0.032,0.0256,24.34675,38.349000000000004,26.093662403787956,8.111,-5.891,680.8792,8.111,0.0287,0.056794110333099765,0.03284688206698467,0.035374936306719576,NORMAL,0.056788588742329865,0.06360532663501534,0.04669901150783783,NORMAL,0.058234913535452626,0.06360532663500451,0.14562059270611474,NORMAL,0.06050065520828639,0.026988107463497533,0.03481100141429573,NORMAL,0.33548949555705504,0.06360532663501679,0.11761423821151964,NORMAL,0.03284688206698467,0.0242,0.056794110333099765,0.035374936306719576,NORMAL,17.845,78.529,1009.927,36.71,35.44,17.777,78.738,1010.02,36.741,36.837,17.814,17.814,78.626,78.626,1009.833,1009.833,36.724,36.724,33.525,33.525,0.0,0.0,17.796,17.796,0.1326,17.812,0.1326,17.814,17.812,17.812,17.812,VALID,False,NONE,SUCCESS
S001,2026-06-01 00:10:00,37.79406,-122.390632,17.7,78.978,1010.139,36.775,38.424,17.7,78.978,1010.139,36.775,38.424,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,-0.6703968799058087,0.6714919382504284,-0.5004354838709825,-0.4364694629277568,-1.2378452090450625,17.796,-0.09600000000000009,17.796666666666667,0.09700171819784086,17.796,17.7,17.894,0.00940933333333333,-0.09666666666666757,78.681,0.29699999999999704,78.67833333333333,0.301008859227309,78.681,78.376,78.978,0.09060633333332593,0.29966666666666697,1009.781,0.35800000000006094,1009.9976666666666,0.190518590518983,1010.073,1009.781,1010.139,0.036297333333339926,0.14133333333336395,36.732,0.04299999999999926,36.73166666666666,0.04350095784385776,36.732,36.688,36.775,0.00189233333333309,0.043333333333336554,32.458,5.966000000000001,36.435,3.44418306714379,38.423,32.458,38.424,11.862397000000003,1.9889999999999972,300.0,-0.019200000000000016,0.05939999999999941,0.07160000000001218,0.008599999999999853,1.1932000000000003,8,147.41164206338587,17.716437499999998,17.73225,0.28957498874582205,-0.016,-0.032,0.0839,-0.016,0.0256,78.95349999999999,78.9305,0.43438527994002385,0.025,0.047,0.1887,0.025,0.0256,1013.00725,1012.113,3.3771380000569327,-2.868,-1.974,11.4051,-2.868,0.0408,36.37,36.74,1.34579302165781,0.405,0.035,1.8112,0.405,0.0236,38.432,38.439499999999995,0.2,-0.008,-0.015,0.04,-0.008,0.0248,0.057617414530251064,0.04630914984850067,0.040852556079538006,NORMAL,0.05767937211519372,0.09477409058372312,0.05783077473310152,NORMAL,0.04933823631626357,0.06356601833506895,0.050902665496340024,NORMAL,0.06024599812523676,0.03152322275400207,0.035534627495209914,NORMAL,0.21527959751715484,0.05296238605741984,0.08227673449938566,NORMAL,0.04630914984850067,0.0256,0.057617414530251064,0.040852556079538006,NORMAL,17.797,78.678,1009.998,36.732,36.435,17.697,78.986,1010.042,36.778,37.153,17.714,17.714,78.933,78.933,1010.018,1010.018,36.769,36.769,36.295,36.295,0.0,0.0,17.7,17.7,0.1389,17.712,0.1389,17.714,17.712,17.712,17.712,VALID,False,NONE,SUCCESS
S001,2026-06-01 00:15:00,37.79406,-122.390632,17.607,79.267,1010.171,36.819,38.424,17.607,79.267,1010.171,36.819,38.424,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,-0.6827062401883832,0.6848662435677526,-0.48822043010752664,-0.43411854404309247,-1.2378452090450625,17.7,-0.09299999999999997,17.74925,0.12355666716126686,17.747999999999998,17.607,17.894,0.01526625000000008,-0.14225000000000065,78.978,0.2890000000000015,78.8255,0.38345316967437465,78.8295,78.376,79.267,0.14703633333332475,0.4414999999999907,1010.139,0.03200000000003911,1010.0409999999999,0.17807114682998776,1010.106,1009.781,1010.171,0.03170933333334706,0.13000000000010914,36.775,0.044000000000004036,36.7535,0.056287950161052924,36.7535,36.688,36.819,0.003168333333333178,0.06550000000000011,38.424,0.0,36.932249999999996,2.982833370583524,38.423500000000004,32.458,38.424,8.897294916666668,1.4917500000000032,300.0,-0.018599999999999995,0.057800000000000296,0.006400000000007821,0.008800000000000807,0.0,8,147.41164206338587,17.62325,17.6385,0.2895724681072328,-0.016,-0.032,0.0839,-0.016,0.0256,79.2425,79.2195,0.43438527994002474,0.024,0.047,0.1887,0.024,0.0256,1011.74,1011.6949999999999,0.6764470204151701,-1.569,-1.524,0.4576,-1.569,0.1868,36.851437499999996,36.882,0.5791191240335866,-0.032,-0.063,0.3354,-0.032,0.0256,52.703,38.4585,40.37039949552855,-14.279,-0.035,1629.7692,-14.279,0.023,0.05842566510421057,0.06397648530280416,0.0472381861320341,NORMAL,0.058558740095881336,0.11681623703167311,0.06576536798505592,NORMAL,0.048608915700903255,0.0586901749921364,0.10741379017247354,NORMAL,0.05998645747920671,0.03701373817225544,0.03819142273009109,NORMAL,0.21527959751715484,0.04743344610519524,0.07962160551610704,NORMAL,0.06397648530280416,0.0256,0.05842566510421057,0.0472381861320341,NORMAL,17.749,78.826,1010.041,36.754,36.932,17.609,79.261,1010.048,36.819,37.772,17.617,17.617,79.237,79.237,1010.124,1010.124,36.814,36.814,37.632,37.632,0.0,0.0,17.607,17.607,0.1463,17.616,0.1463,17.617,17.616,17.616,17.616,VALID,False,NONE,SUCCESS
S001,2026-06-01 00:20:00,37.79406,-122.390632,17.516,79.547,1010.203,36.862,38.424,17.516,79.547,1010.203,36.862,38.424,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,-0.6947508830455262,0.6978240480274439,-0.4760053763441142,-0.43182105513307983,-1.2378452090450625,17.607,-0.09100000000000108,17.702599999999997,0.1494349356743605,17.7,17.516,17.894,0.02233080000000026,-0.18659999999999854,79.267,0.28000000000000114,78.96979999999999,0.4630223536720346,78.978,78.376,79.547,0.2143896999999907,0.5772000000000048,1010.171,0.03199999999992542,1010.0734,0.1703842715746107,1010.139,1009.781,1010.203,0.029030800000010692,0.12959999999998217,36.819,0.04299999999999926,36.7752,0.0687800843267859,36.775,36.688,36.862,0.004730699999999779,0.08680000000000376,38.424,0.0,37.230599999999995,2.6679645424930216,38.424,32.458,38.424,7.118034799999998,1.193400000000004,300.0,-0.018200000000000216,0.05600000000000023,0.006399999999985084,0.008599999999999853,0.0,8,147.41164206338587,17.53225,17.5475,0.2895724681072332,-0.016,-0.032,0.0839,-0.016,0.0256,79.5223125,79.5,0.4346961941977434,0.025,0.047,0.189,0.025,0.0256,1011.7719999999999,1011.7270000000001,0.6764470204151841,-1.569,-1.524,0.4576,-1.569,0.1868,36.8945,36.925,0.5791449362144654,-0.032,-0.063,0.3354,-0.032,0.0256,38.03825,38.415499999999994,1.118246810221889,0.386,0.009,1.2505,0.386,0.0232,0.05922681808491932,0.08702603798310206,0.05550581781531555,NORMAL,0.05942270158001087,0.13237602369383578,0.07142728368784523,NORMAL,0.04788983285580372,0.05852465733487259,0.10717608828115632,NORMAL,0.05973382712799905,0.04314852281215172,0.04027543976625286,NORMAL,0.21527959751715484,0.04398020136655467,0.07849296985758283,NORMAL,0.08702603798310206,0.0256,0.05922681808491932,0.05550581781531555,NORMAL,17.703,78.97,1010.073,36.775,37.231,17.519,79.539,1010.021,36.862,38.215,17.522,17.522,79.53,79.53,1010.193,1010.193,36.858,36.858,38.282,38.282,0.0,0.0,17.516,17.516,0.1558,17.521,0.1558,17.522,17.521,17.521,17.521,VALID,False,NONE,SUCCESS
S001,2026-06-01 00:25:00,37.79406,-122.390632,17.428,79.82,1009.437,36.906,38.424,17.428,79.82,1009.437,36.906,38.424,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,-0.7063984497645212,0.7104579073756427,-0.7684032258064663,-0.42947013624841585,-1.2378452090450625,17.516,-0.08799999999999741,17.6094,0.14548470710009495,17.607,17.428,17.796,0.02116580000000042,-0.1814,79.547,0.27299999999999613,79.25859999999999,0.4502147265472196,79.267,78.681,79.82,0.20269329999998772,0.5614000000000061,1010.203,-0.7659999999999627,1009.9462,0.3317487000728101,1010.139,1009.437,1010.203,0.11005719999999931,-0.5091999999999643,36.862,0.04399999999999693,36.818799999999996,0.06878008432678336,36.819,36.732,36.906,0.004730699999999429,0.08720000000000283,38.424,0.0,37.2308,2.668076310752748,38.424,32.458,38.424,7.118631199999995,1.1931999999999974,300.0,-0.017599999999999484,0.054599999999999226,-0.15319999999999254,0.008799999999999386,0.0,8,147.41164206338587,17.463124999999998,17.4595,0.32811428213788113,-0.035,-0.031,0.1077,-0.035,0.0253,80.11025000000001,79.77250000000001,1.1686597635142337,-0.29,0.047,1.3658,-0.29,0.0239,1011.826,1011.847,0.6869219128006685,-2.389,-2.41,0.4719,-2.389,0.4501,30.9285,36.896,17.006488602043298,5.977,0.01,289.2207,5.977,0.023,39.709,38.4655,3.5413995619165695,-1.285,-0.041,12.5415,-1.285,0.0232,0.06001134043232773,0.08397688628222687,0.05451474530686134,NORMAL,0.060276549508434425,0.13243951465416853,0.07098296750606758,NORMAL,0.06818348340685775,0.19036274435018846,0.2637128313742804,GAUSSIAN_NOISE,0.05947635327814933,0.04327255289247897,0.03921448183190497,NORMAL,0.21527959751715484,0.04397429228234435,0.07849090167810924,NORMAL,0.08397688628222687,0.0253,0.06001134043232773,0.05451474530686134,NORMAL,17.609,79.259,1009.946,36.819,37.231,17.431,79.811,1010.02,36.906,38.449,17.43,17.43,79.814,79.814,1009.811,1009.811,36.903,36.903,38.597,38.597,0.0,0.0,17.428,17.428,0.1546,17.43,0.1546,17.43,17.43,17.43,17.43,VALID,False,NONE,SUCCESS
S001,2026-06-01 00:30:00,37.79406,-122.390632,17.342,80.084,1010.267,36.949,38.425,17.342,80.084,1010.267,36.949,38.425,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,-0.717781299058085,0.7226752658662092,-0.45157526881720256,-0.4271726473384032,-1.2377903448836831,17.428,-0.08600000000000207,17.5186,0.14153020878950445,17.516,17.342,17.7,0.020030800000000723,-0.17660000000000053,79.82,0.26400000000001,79.5392,0.43725130074132956,79.547,78.978,80.084,0.19118869999998464,0.5448000000000093,1009.437,0.8300000000000409,1010.0434000000001,0.34227591209432995,1010.171,1009.437,1010.267,0.11715280000000548,0.22359999999991942,36.906,0.04299999999999926,36.8622,0.06878008432677972,36.862,36.775,36.949,0.004730699999998929,0.08679999999999666,38.424,0.0009999999999976694,38.4242,0.00044721359549891566,38.424,38.424,38.425,1.9999999999906775e-07,0.0007999999999981355,300.0,-0.017200000000000416,0.052800000000002,0.1660000000000082,0.008599999999999853,0.00019999999999953388,8,147.41164206338587,17.6520625,17.424500000000002,0.8276185472918227,-0.31,-0.083,0.685,-0.31,0.0254,80.05975000000001,80.037,0.43433224609738275,0.024,0.047,0.1886,0.024,0.0256,1011.6901250000001,1011.701,0.8563456307389637,-1.423,-1.434,0.7333,-1.423,0.1135,36.981500000000004,37.012,0.5791449362144664,-0.033,-0.063,0.3354,-0.033,0.0256,37.7433125,38.4405,2.026351875688708,0.682,-0.016,4.1061,0.682,0.0232,0.060787423290591495,0.0812487481035252,0.053793917658881696,NORMAL,0.06111315764580429,0.13226810007306344,0.07181212443702327,NORMAL,0.04648187062060808,0.05896208619449407,0.07765719782322496,NORMAL,0.059225735855651725,0.04314852281214952,0.04014841694816526,NORMAL,0.2152623271416392,0.023112452592047302,0.07118494019262636,NORMAL,0.0812487481035252,0.0254,0.060787423290591495,0.053793917658881696,NORMAL,17.519,79.539,1010.043,36.862,38.424,17.345,80.075,1010.096,36.949,38.937,17.341,17.341,80.089,80.089,1010.002,1010.002,36.947,36.947,38.729,38.729,0.0,0.0,17.342,17.342,0.1536,17.341,0.1536,17.341,17.341,17.341,17.341,VALID,False,NONE,SUCCESS
S001,2026-06-01 00:35:00,37.79406,-122.390632,17.259,80.34,1010.298,36.992,38.425,17.259,80.34,1010.298,36.992,38.425,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,-0.7287670722135008,0.7345224013722127,-0.4397419354838887,-0.4248751584283906,-1.2377903448836831,17.342,-0.08299999999999841,17.4304,0.13758015845317476,17.428,17.259,17.607,0.01892830000000067,-0.17139999999999844,80.084,0.2560000000000002,79.8116,0.4242879918168499,79.82,79.267,80.34,0.1800202999999753,0.5284000000000049,1010.267,0.03099999999994907,1010.0752,0.360290438396589,1010.203,1009.437,1010.298,0.1298092000000063,0.22280000000000655,36.949,0.04299999999999926,36.90560000000001,0.06846385907906948,36.906,36.819,36.992,0.0046872999999986835,0.08639999999999048,38.425,0.0,38.4244,0.0005477225575035653,38.424,38.424,38.425,2.9999999999824636e-07,0.0005999999999986017,300.0,-0.01659999999999968,0.051200000000000044,0.0061999999999898135,0.008599999999999853,0.0,8,147.41164206338587,17.825499999999998,17.3415,1.5841437524957855,-0.566,-0.082,2.5095,-0.566,0.0242,80.31550000000001,80.2925,0.43438527994001946,0.024,0.047,0.1887,0.024,0.0256,1011.385,1011.822,5.908487261075005,-1.087,-1.524,34.9102,-1.087,0.0296,37.024499999999996,37.055,0.5791449362144664,-0.032,-0.063,0.3354,-0.032,0.0256,38.43325,38.441,0.2,-0.008,-0.016,0.04,-0.008,0.0249,0.06154532645440348,0.07838463759257779,0.05250095477100309,NORMAL,0.061934770931543155,0.13216743652091922,0.07198229551520752,NORMAL,0.04581412649522229,0.05612486113021469,0.04293723301938072,NORMAL,0.05897610824854809,0.043024832246194994,0.04004271834830527,NORMAL,0.2152623271416392,0.023078609406792558,0.0718530950777872,NORMAL,0.07838463759257779,0.0242,0.06154532645440348,0.05250095477100309,NORMAL,17.43,79.812,1010.075,36.906,38.424,17.262,80.33,1010.211,36.992,40.88,17.255,17.255,80.354,80.354,1010.15,1010.15,36.991,36.991,38.754,38.754,0.0,0.0,17.259,17.259,0.152,17.256,0.152,17.255,17.256,17.256,17.256,VALID,False,NONE,SUCCESS
S001,2026-06-01 00:40:00,37.79406,-122.390632,17.178,80.587,1010.33,37.035,38.426,17.178,80.587,1010.33,37.035,38.426,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,-0.7394881279434851,0.7459530360205832,-0.42752688172043285,-0.42257766951837794,-1.2377354807223033,17.259,-0.08099999999999952,17.3446,0.13362559635040036,17.342,17.178,17.516,0.01785580000000013,-0.16659999999999897,80.34,0.2469999999999999,80.07560000000001,0.4111742939435391,80.084,79.547,80.587,0.1690642999999679,0.5113999999999947,1010.298,0.03200000000003911,1010.107,0.3774672171195947,1010.267,1009.437,1010.33,0.14248150000001122,0.22300000000007003,36.992,0.04299999999999926,36.94879999999999,0.06830592946442247,36.949,36.862,37.035,0.004665699999998658,0.08620000000000516,38.425,0.0010000000000047748,38.42479999999999,0.0008366600265356289,38.425,38.424,38.426,7.000000000025992e-07,0.0012000000000114142,300.0,-0.016199999999999902,0.04939999999999998,0.006400000000007821,0.008599999999999853,0.00020000000000095497,8,147.41164206338587,17.1845,17.2095,0.2716384151246444,-0.006,-0.031,0.0738,-0.006,0.0258,80.5625,80.5395,0.4343852799400194,0.025,0.047,0.1887,0.025,0.0256,1011.912875,1011.854,0.6951200179002925,-1.583,-1.524,0.4832,-1.583,0.1777,37.0675,37.098,0.5791449362144664,-0.033,-0.063,0.3354,-0.033,0.0256,38.434,38.441500000000005,0.2,-0.008,-0.016,0.04,-0.008,0.0248,0.062293472560181626,0.07582313559560379,0.05243146559850673,NORMAL,0.06273726841069173,0.13188798336596996,0.07208511128076242,NORMAL,0.04513442623201237,0.053970797337376274,0.1012533856260848,NORMAL,0.05872746710480886,0.0429631140192328,0.03995895668293369,NORMAL,0.21524505777157382,0.023180284386972356,0.07184436397833378,NORMAL,0.07582313559560379,0.0258,0.062293472560181626,0.05243146559850673,NORMAL,17.345,80.076,1010.107,36.949,38.425,17.181,80.577,1010.3,37.035,45.887,17.172,17.172,80.608,80.608,1010.264,1010.264,37.035,37.035,38.717,38.717,0.0,0.0,17.178,17.178,0.1518,17.173,0.1518,17.172,17.173,17.173,17.173,VALID,False,NONE,SUCCESS
S001,2026-06-01 00:45:00,37.79406,-122.390632,17.1,80.825,1010.36,37.078,38.426,17.1,80.825,1010.36,37.078,38.426,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,False,NONE,,1.0,-0.7498121075353217,0.7569671698113207,-0.4160752688172174,-0.4202801806083649,-1.2377354807223033,17.178,-0.0779999999999994,17.261400000000002,0.12967574946765983,17.259,17.1,17.428,0.01681579999999928,-0.16140000000000043,80.587,0.23799999999999955,80.3312,0.3974238291798365,80.34,79.82,80.825,0.15794569999996386,0.49380000000000734,1010.33,0.029999999999972715,1010.1384,0.39363345894374757,1010.298,1009.437,1010.36,0.154947300000019,0.2215999999999667,37.035,0.043000000000006366,36.992,0.06798896969361103,36.992,36.906,37.078,0.004622499999998759,0.08600000000000563,38.426,0.0,38.425200000000004,0.0008366600265375397,38.425,38.424,38.426,7.000000000057965e-07,0.0007999999999981355,300.0,-0.015599999999999881,0.047599999999999906,0.005999999999994543,0.008600000000001273,0.0,8,147.41164206338587,19.599375,17.182499999999997,6.864162209569767,-2.499,-0.082,47.1167,-2.499,0.0233,80.80075,80.77799999999999,0.4343322460973827,0.024,0.047,0.1886,0.024,0.0256,1015.046625,1011.884,9.158571706135644,-4.687,-1.524,83.8794,-4.687,0.0271,37.1105,37.141,0.5791449362144652,-0.032,-0.063,0.3354,-0.032,0.0256,38.434,38.441500000000005,0.2,-0.008,-0.016,0.04,-0.008,0.0248,0.06302192658365269,0.07313505935053727,0.05067275241860122,NORMAL,0.06351969422985167,0.13167301864679065,0.07220548008383965,NORMAL,0.04450594115406418,0.05187941605956415,0.04012428090936349,NORMAL,0.0584798090790443,0.042901480356795474,0.03987547039463949,NORMAL,0.21524505777157382,0.023112452592047302,0.07182062285011001,NORMAL,0.07313505935053727,0.0233,0.06302192658365269,0.05067275241860122,NORMAL,17.261,80.331,1010.138,36.992,38.425,17.103,80.815,1010.354,37.073,52.97,17.092,17.092,80.851,80.851,1010.347,1010.347,37.078,37.078,38.653,38.653,0.0,0.0,17.1,17.1,0.1497,17.093,0.1497,17.092,17.093,17.093,17.093,VALID,False,NONE,SUCCESS
